id,question_id,user_id,description,created_at
1154,7,346,2,"2016-08-16 23:38:15"
1155,8,346,4,"2016-08-16 23:38:15"
1156,9,346,5,"2016-08-16 23:38:15"
1157,12,346,"Nice step toward generating new ideas and new technology.","2016-08-16 23:38:15"
1158,1,351,"25 mins","2016-08-17 01:26:10"
1159,2,351,Medium,"2016-08-17 01:26:10"
1160,4,351,4,"2016-08-17 01:26:10"
1161,5,351,1,"2016-08-17 01:26:10"
1162,6,351,4,"2016-08-17 01:26:10"
1163,7,351,1,"2016-08-17 01:26:10"
1164,8,351,5,"2016-08-17 01:26:10"
1165,9,351,3,"2016-08-17 01:26:10"
1166,12,351,"interesting hit","2016-08-17 01:26:10"
1167,1,343,"I'd say about 20 to 25 minutes including brainstorming","2016-08-17 01:30:54"
1168,2,343,Medium,"2016-08-17 01:30:54"
1169,4,343,5,"2016-08-17 01:30:54"
1170,5,343,1,"2016-08-17 01:30:54"
1171,6,343,5,"2016-08-17 01:30:54"
1172,7,343,2,"2016-08-17 01:30:54"
1173,10,343,1,"2016-08-17 01:30:54"
1174,11,343,1,"2016-08-17 01:30:54"
1175,12,343,"This was fun, although there weren't many other people involved as I got here first.","2016-08-17 01:30:54"
1176,1,333,6:30:00,"2016-08-17 01:34:03"
1177,2,333,Medium,"2016-08-17 01:34:03"
1178,4,333,5,"2016-08-17 01:34:03"
1179,5,333,1,"2016-08-17 01:34:03"
1180,6,333,5,"2016-08-17 01:34:03"
1181,7,333,1,"2016-08-17 01:34:03"
1182,8,333,4,"2016-08-17 01:34:03"
1183,9,333,4,"2016-08-17 01:34:03"
1184,12,333,,"2016-08-17 01:34:03"
1185,1,284,00.55,"2016-08-17 01:49:35"
1186,2,284,Medium,"2016-08-17 01:49:35"
1187,4,284,5,"2016-08-17 01:49:35"
1188,5,284,1,"2016-08-17 01:49:35"
1189,6,284,5,"2016-08-17 01:49:35"
1190,7,284,1,"2016-08-17 01:49:35"
1191,10,284,4,"2016-08-17 01:49:35"
1192,11,284,4,"2016-08-17 01:49:35"
1193,12,284,"It was good","2016-08-17 01:49:35"
1194,1,321,"30 min.","2016-08-17 05:39:32"
1195,2,321,High,"2016-08-17 05:39:32"
1196,4,321,4,"2016-08-17 05:39:32"
1197,5,321,1,"2016-08-17 05:39:32"
1198,6,321,3,"2016-08-17 05:39:32"
1199,7,321,2,"2016-08-17 05:39:32"
1200,12,321,"very interesting.","2016-08-17 05:39:32"
1201,1,353,00:35,"2016-08-17 07:24:02"
1202,2,353,Medium,"2016-08-17 07:24:02"
1203,4,353,2,"2016-08-17 07:24:02"
1204,5,353,4,"2016-08-17 07:24:02"
1205,6,353,4,"2016-08-17 07:24:02"
1206,7,353,3,"2016-08-17 07:24:02"
1207,10,353,1,"2016-08-17 07:24:02"
1208,11,353,1,"2016-08-17 07:24:02"
1209,12,353,,"2016-08-17 07:24:02"
1210,1,338,00:20,"2016-08-17 09:55:52"
1211,2,338,"Very high","2016-08-17 09:55:52"
1212,4,338,1,"2016-08-17 09:55:52"
1213,5,338,5,"2016-08-17 09:55:52"
1214,6,338,2,"2016-08-17 09:55:52"
1215,7,338,4,"2016-08-17 09:55:52"
1216,12,338,,"2016-08-17 09:55:52"
1217,1,322,35,"2016-08-17 09:59:16"
1218,2,322,High,"2016-08-17 09:59:16"
1219,4,322,1,"2016-08-17 09:59:16"
1220,5,322,3,"2016-08-17 09:59:16"
1221,6,322,2,"2016-08-17 09:59:16"
1222,7,322,5,"2016-08-17 09:59:16"
1223,12,322,,"2016-08-17 09:59:16"
1224,1,348,00:35,"2016-08-17 11:30:36"
1225,2,348,High,"2016-08-17 11:30:36"
1226,4,348,3,"2016-08-17 11:30:36"
1227,5,348,3,"2016-08-17 11:30:36"
1228,6,348,4,"2016-08-17 11:30:36"
1229,7,348,2,"2016-08-17 11:30:36"
1230,8,348,2,"2016-08-17 11:30:36"
1231,9,348,3,"2016-08-17 11:30:36"
1232,12,348,,"2016-08-17 11:30:36"
1233,1,360,"25 min","2016-08-17 12:03:43"
1234,2,360,Medium,"2016-08-17 12:03:43"
1235,4,360,4,"2016-08-17 12:03:43"
1236,5,360,1,"2016-08-17 12:03:43"
1237,6,360,4,"2016-08-17 12:03:43"
1238,7,360,2,"2016-08-17 12:03:43"
1239,12,360,"Thank you, I loved this hit. ","2016-08-17 12:03:43"
1240,1,356,00.30,"2016-08-17 12:34:36"
1241,2,356,High,"2016-08-17 12:34:36"
1242,4,356,3,"2016-08-17 12:34:36"
1243,5,356,4,"2016-08-17 12:34:36"
1244,6,356,3,"2016-08-17 12:34:36"
1245,7,356,4,"2016-08-17 12:34:36"
1246,12,356,,"2016-08-17 12:34:36"
1247,1,349,3,"2016-08-17 13:28:07"
1248,2,349,Medium,"2016-08-17 13:28:07"
1249,4,349,4,"2016-08-17 13:28:07"
1250,5,349,2,"2016-08-17 13:28:07"
1251,6,349,3,"2016-08-17 13:28:07"
1252,7,349,4,"2016-08-17 13:28:07"
1253,8,349,5,"2016-08-17 13:28:07"
1254,9,349,3,"2016-08-17 13:28:07"
1255,12,349,,"2016-08-17 13:28:07"
1256,1,357,"30 minutes","2016-08-17 19:17:25"
1257,2,357,High,"2016-08-17 19:17:25"
1258,4,357,2,"2016-08-17 19:17:25"
1259,5,357,3,"2016-08-17 19:17:25"
1260,6,357,3,"2016-08-17 19:17:25"
1261,7,357,2,"2016-08-17 19:17:25"
1262,12,357,,"2016-08-17 19:17:25"
1263,1,378,00.25,"2016-08-17 22:30:40"
1264,2,378,High,"2016-08-17 22:30:40"
1265,4,378,4,"2016-08-17 22:30:40"
1266,5,378,2,"2016-08-17 22:30:40"
1267,6,378,4,"2016-08-17 22:30:40"
1268,7,378,2,"2016-08-17 22:30:40"
1269,8,378,5,"2016-08-17 22:30:40"
1270,9,378,4,"2016-08-17 22:30:40"
1271,12,378,,"2016-08-17 22:30:40"
1272,1,375,00:10,"2016-08-17 22:48:30"
1273,2,375,High,"2016-08-17 22:48:30"
1274,4,375,2,"2016-08-17 22:48:30"
1275,5,375,1,"2016-08-17 22:48:30"
1276,6,375,1,"2016-08-17 22:48:30"
1277,7,375,5,"2016-08-17 22:48:30"
1278,10,375,1,"2016-08-17 22:48:30"
1279,11,375,1,"2016-08-17 22:48:30"
1280,12,375,"I couldn't make up new ideas, I only had the option of adding to existing ideas.  I couldn't think of anything really unique","2016-08-17 22:48:30"
1281,1,381,"20 minutes","2016-08-18 00:11:57"
1282,2,381,Easy,"2016-08-18 00:11:57"
1283,4,381,5,"2016-08-18 00:11:57"
1284,5,381,1,"2016-08-18 00:11:57"
1285,6,381,4,"2016-08-18 00:11:57"
1286,7,381,1,"2016-08-18 00:11:57"
1287,8,381,1,"2016-08-18 00:11:57"
1288,9,381,3,"2016-08-18 00:11:57"
1289,12,381,,"2016-08-18 00:11:57"
1290,1,364,"30 minutes","2016-08-18 02:00:32"
1291,2,364,High,"2016-08-18 02:00:32"
1292,4,364,3,"2016-08-18 02:00:32"
1293,5,364,3,"2016-08-18 02:00:32"
1294,6,364,2,"2016-08-18 02:00:32"
1295,7,364,5,"2016-08-18 02:00:32"
1296,12,364,"interesting but difficult","2016-08-18 02:00:32"
1297,1,386,"02:00 hours","2016-08-19 09:16:03"
1298,2,386,High,"2016-08-19 09:16:03"
1299,4,386,4,"2016-08-19 09:16:03"
1300,5,386,1,"2016-08-19 09:16:03"
1301,6,386,3,"2016-08-19 09:16:03"
1302,7,386,5,"2016-08-19 09:16:03"
1303,10,386,1,"2016-08-19 09:16:03"
1304,11,386,1,"2016-08-19 09:16:03"
1305,12,386,"I did not see any team members. But I do hope that the requirements I gave are (or can be) useful, it was really hard to think of them, and I tried m best. ","2016-08-19 09:16:03"
1306,1,397,"25 minutes","2016-08-31 19:41:39"
1307,2,397,High,"2016-08-31 19:41:39"
1308,4,397,2,"2016-08-31 19:41:39"
1309,5,397,1,"2016-08-31 19:41:39"
1310,6,397,2,"2016-08-31 19:41:39"
1311,7,397,3,"2016-08-31 19:41:39"
1312,10,397,1,"2016-08-31 19:41:39"
1313,11,397,2,"2016-08-31 19:41:39"
1314,12,397,,"2016-08-31 19:41:39"
1315,1,419,00:17,"2016-08-31 19:59:21"
1316,2,419,Medium,"2016-08-31 19:59:21"
1317,4,419,5,"2016-08-31 19:59:21"
1318,5,419,3,"2016-08-31 19:59:21"
1319,6,419,2,"2016-08-31 19:59:21"
1320,7,419,4,"2016-08-31 19:59:21"
1321,10,419,1,"2016-08-31 19:59:21"
1322,11,419,1,"2016-08-31 19:59:21"
1323,12,419,,"2016-08-31 19:59:21"
1324,1,400,"1 hour","2016-08-31 20:24:29"
1325,2,400,Medium,"2016-08-31 20:24:29"
1326,4,400,5,"2016-08-31 20:24:29"
1327,5,400,2,"2016-08-31 20:24:29"
1328,6,400,5,"2016-08-31 20:24:29"
1329,7,400,1,"2016-08-31 20:24:29"
1330,10,400,1,"2016-08-31 20:24:29"
1331,11,400,1,"2016-08-31 20:24:29"
1332,12,400,,"2016-08-31 20:24:29"
1333,1,426,"I didn't keep track of time, around 25 minutes I think","2016-08-31 20:50:09"
1334,2,426,Medium,"2016-08-31 20:50:09"
1335,4,426,2,"2016-08-31 20:50:09"
1336,5,426,4,"2016-08-31 20:50:09"
1337,6,426,4,"2016-08-31 20:50:09"
1338,7,426,3,"2016-08-31 20:50:09"
1339,10,426,1,"2016-08-31 20:50:09"
1340,11,426,4,"2016-08-31 20:50:09"
1341,12,426,"there was only 1 other participant active, so there wasn't much, if any, group involvement","2016-08-31 20:50:09"
1342,1,423,00:20,"2016-08-31 21:16:12"
1343,2,423,Medium,"2016-08-31 21:16:12"
1344,4,423,5,"2016-08-31 21:16:12"
1345,5,423,1,"2016-08-31 21:16:12"
1346,6,423,4,"2016-08-31 21:16:12"
1347,7,423,3,"2016-08-31 21:16:12"
1348,10,423,5,"2016-08-31 21:16:12"
1349,11,423,5,"2016-08-31 21:16:12"
1350,12,423,,"2016-08-31 21:16:12"
1351,1,440,"20 to 30 minutes.","2016-08-31 21:39:06"
1352,2,440,Medium,"2016-08-31 21:39:06"
1353,4,440,5,"2016-08-31 21:39:06"
1354,5,440,1,"2016-08-31 21:39:06"
1355,6,440,5,"2016-08-31 21:39:06"
1356,7,440,1,"2016-08-31 21:39:06"
1357,10,440,4,"2016-08-31 21:39:06"
1358,11,440,4,"2016-08-31 21:39:06"
1359,12,440,"I never more than two other team members post anything. ","2016-08-31 21:39:06"
1360,1,433,00:30,"2016-08-31 21:56:13"
1361,2,433,Medium,"2016-08-31 21:56:13"
1362,4,433,4,"2016-08-31 21:56:13"
1363,5,433,2,"2016-08-31 21:56:13"
1364,6,433,3,"2016-08-31 21:56:13"
1365,7,433,3,"2016-08-31 21:56:13"
1366,10,433,1,"2016-08-31 21:56:13"
1367,11,433,1,"2016-08-31 21:56:13"
1368,12,433,"There were no team members in my session.","2016-08-31 21:56:13"
1369,1,442,"I would say about 20 minutes","2016-08-31 22:34:05"
1370,2,442,Medium,"2016-08-31 22:34:05"
1371,4,442,4,"2016-08-31 22:34:05"
1372,5,442,2,"2016-08-31 22:34:05"
1373,6,442,4,"2016-08-31 22:34:05"
1374,7,442,3,"2016-08-31 22:34:05"
1375,10,442,3,"2016-08-31 22:34:05"
1376,11,442,3,"2016-08-31 22:34:05"
1377,12,442,"The instructions for the main tasks were a little vague. If you read our comments with eachother in the log there you can get some specifics of what was confusing for us. Overall it was not difficult. Just had trouble trying to figure out what you were looking for.","2016-08-31 22:34:05"
1378,1,444,"I spent about an hour trying to think of a unique situation for each application.","2016-08-31 22:57:38"
1379,2,444,Medium,"2016-08-31 22:57:38"
1380,4,444,5,"2016-08-31 22:57:38"
1381,5,444,1,"2016-08-31 22:57:38"
1382,6,444,4,"2016-08-31 22:57:38"
1383,7,444,2,"2016-08-31 22:57:38"
1384,10,444,2,"2016-08-31 22:57:38"
1385,11,444,1,"2016-08-31 22:57:38"
1386,12,444,"Thank you but there was not much input from my group members","2016-08-31 22:57:38"
1387,1,402,01:30,"2016-09-01 00:17:02"
1388,2,402,Medium,"2016-09-01 00:17:02"
1389,4,402,5,"2016-09-01 00:17:02"
1390,5,402,1,"2016-09-01 00:17:02"
1391,6,402,5,"2016-09-01 00:17:02"
1392,7,402,2,"2016-09-01 00:17:02"
1393,10,402,1,"2016-09-01 00:17:02"
1394,11,402,1,"2016-09-01 00:17:02"
1395,12,402,"Excellent opportunity for me to participate. Thanks for making me part of it.","2016-09-01 00:17:02"
1396,1,421,"30 minutes","2016-09-01 01:52:49"
1397,2,421,Easy,"2016-09-01 01:52:49"
1398,4,421,4,"2016-09-01 01:52:49"
1399,5,421,2,"2016-09-01 01:52:49"
1400,6,421,4,"2016-09-01 01:52:49"
1401,7,421,2,"2016-09-01 01:52:49"
1402,10,421,1,"2016-09-01 01:52:49"
1403,11,421,2,"2016-09-01 01:52:49"
1404,12,421,,"2016-09-01 01:52:49"
1405,1,451,"25 minutes","2016-09-01 02:17:33"
1406,2,451,Medium,"2016-09-01 02:17:33"
1407,4,451,3,"2016-09-01 02:17:33"
1408,5,451,1,"2016-09-01 02:17:33"
1409,6,451,4,"2016-09-01 02:17:33"
1410,7,451,2,"2016-09-01 02:17:33"
1411,10,451,1,"2016-09-01 02:17:33"
1412,11,451,1,"2016-09-01 02:17:33"
1413,12,451,"No team members were online as I was completing the task, would have been helpful to get feedback and/or read others' suggestions. ","2016-09-01 02:17:33"
1414,1,454,"30:00 to 45:00 minutes","2016-09-01 04:22:29"
1415,2,454,Medium,"2016-09-01 04:22:29"
1416,4,454,4,"2016-09-01 04:22:29"
1417,5,454,3,"2016-09-01 04:22:29"
1418,6,454,4,"2016-09-01 04:22:29"
1419,7,454,3,"2016-09-01 04:22:29"
1420,10,454,3,"2016-09-01 04:22:29"
1421,11,454,3,"2016-09-01 04:22:29"
1422,12,454,,"2016-09-01 04:22:29"
1423,1,424,"30 minutes","2016-09-01 04:24:23"
1424,2,424,Medium,"2016-09-01 04:24:23"
1425,4,424,4,"2016-09-01 04:24:23"
1426,5,424,5,"2016-09-01 04:24:23"
1427,6,424,5,"2016-09-01 04:24:23"
1428,7,424,2,"2016-09-01 04:24:23"
1429,10,424,3,"2016-09-01 04:24:23"
1430,11,424,4,"2016-09-01 04:24:23"
1431,12,424,,"2016-09-01 04:24:23"
1432,1,425,00:45,"2016-09-01 05:14:28"
1433,2,425,Medium,"2016-09-01 05:14:28"
1434,4,425,2,"2016-09-01 05:14:28"
1435,5,425,3,"2016-09-01 05:14:28"
1436,6,425,3,"2016-09-01 05:14:28"
1437,7,425,3,"2016-09-01 05:14:28"
1438,10,425,1,"2016-09-01 05:14:28"
1439,11,425,1,"2016-09-01 05:14:28"
1440,12,425,,"2016-09-01 05:14:28"
1441,1,445,"15 minutes","2016-09-01 07:44:00"
1442,2,445,Medium,"2016-09-01 07:44:00"
1443,4,445,3,"2016-09-01 07:44:00"
1444,5,445,3,"2016-09-01 07:44:00"
1445,6,445,4,"2016-09-01 07:44:00"
1446,7,445,2,"2016-09-01 07:44:00"
1447,10,445,3,"2016-09-01 07:44:00"
1448,11,445,3,"2016-09-01 07:44:00"
1449,12,445,,"2016-09-01 07:44:00"
1450,1,455,00:20,"2016-09-01 08:05:19"
1451,2,455,Easy,"2016-09-01 08:05:20"
1452,4,455,3,"2016-09-01 08:05:20"
1453,5,455,1,"2016-09-01 08:05:20"
1454,6,455,3,"2016-09-01 08:05:20"
1455,7,455,2,"2016-09-01 08:05:20"
1456,10,455,1,"2016-09-01 08:05:20"
1457,11,455,1,"2016-09-01 08:05:20"
1458,12,455,,"2016-09-01 08:05:20"
1459,1,434,00:40,"2016-09-01 11:02:08"
1460,2,434,Medium,"2016-09-01 11:02:08"
1461,4,434,5,"2016-09-01 11:02:08"
1462,5,434,1,"2016-09-01 11:02:08"
1463,6,434,4,"2016-09-01 11:02:08"
1464,7,434,1,"2016-09-01 11:02:08"
1465,10,434,1,"2016-09-01 11:02:08"
1466,11,434,1,"2016-09-01 11:02:09"
1467,12,434,"This is an interesting topic to me.  I would have been nice to see some additional collaboration.","2016-09-01 11:02:09"
1468,1,404,00:30,"2016-09-01 11:27:16"
1469,2,404,Medium,"2016-09-01 11:27:16"
1470,4,404,5,"2016-09-01 11:27:16"
1471,5,404,1,"2016-09-01 11:27:16"
1472,6,404,3,"2016-09-01 11:27:16"
1473,7,404,2,"2016-09-01 11:27:16"
1474,10,404,3,"2016-09-01 11:27:16"
1475,11,404,3,"2016-09-01 11:27:16"
1476,12,404,,"2016-09-01 11:27:16"
1477,1,410,"45 minutes","2016-09-01 12:31:22"
1478,2,410,Medium,"2016-09-01 12:31:22"
1479,4,410,5,"2016-09-01 12:31:22"
1480,5,410,1,"2016-09-01 12:31:22"
1481,6,410,5,"2016-09-01 12:31:22"
1482,7,410,2,"2016-09-01 12:31:22"
1483,10,410,3,"2016-09-01 12:31:22"
1484,11,410,3,"2016-09-01 12:31:22"
1485,12,410,Fun!!,"2016-09-01 12:31:22"
1486,1,125,00:60,"2016-09-01 12:58:32"
1487,2,125,High,"2016-09-01 12:58:32"
1488,4,125,5,"2016-09-01 12:58:32"
1489,5,125,1,"2016-09-01 12:58:32"
1490,6,125,5,"2016-09-01 12:58:32"
1491,7,125,2,"2016-09-01 12:58:32"
1492,8,125,5,"2016-09-01 12:58:32"
1493,9,125,5,"2016-09-01 12:58:32"
1494,12,125,,"2016-09-01 12:58:32"
1495,1,44,60,"2016-09-01 14:43:15"
1496,2,44,Medium,"2016-09-01 14:43:15"
1497,4,44,5,"2016-09-01 14:43:15"
1498,5,44,1,"2016-09-01 14:43:15"
1499,6,44,5,"2016-09-01 14:43:15"
1500,7,44,1,"2016-09-01 14:43:15"
1501,10,44,3,"2016-09-01 14:43:15"
1502,11,44,3,"2016-09-01 14:43:15"
1503,12,44,Enjoyed.,"2016-09-01 14:43:15"
1504,1,54,"30-45 minutes ","2016-09-01 15:11:07"
1505,2,54,Easy,"2016-09-01 15:11:07"
1506,4,54,5,"2016-09-01 15:11:07"
1507,5,54,1,"2016-09-01 15:11:07"
1508,6,54,5,"2016-09-01 15:11:07"
1509,7,54,2,"2016-09-01 15:11:07"
1510,10,54,3,"2016-09-01 15:11:07"
1511,11,54,1,"2016-09-01 15:11:07"
1512,12,54,none,"2016-09-01 15:11:07"
1513,1,464,00:40,"2016-09-01 15:25:08"
1514,2,464,Easy,"2016-09-01 15:25:08"
1515,4,464,5,"2016-09-01 15:25:08"
1516,5,464,1,"2016-09-01 15:25:08"
1517,6,464,5,"2016-09-01 15:25:08"
1518,7,464,1,"2016-09-01 15:25:08"
1519,10,464,1,"2016-09-01 15:25:08"
1520,11,464,1,"2016-09-01 15:25:08"
1521,12,464,"There was only one team member who popped in and put in two scenarios, but it seems they left. ","2016-09-01 15:25:08"
1522,1,466,"20 minutes","2016-09-01 16:27:35"
1523,2,466,Easy,"2016-09-01 16:27:35"
1524,4,466,4,"2016-09-01 16:27:35"
1525,5,466,1,"2016-09-01 16:27:35"
1526,6,466,4,"2016-09-01 16:27:35"
1527,7,466,1,"2016-09-01 16:27:35"
1528,10,466,1,"2016-09-01 16:27:35"
1529,11,466,1,"2016-09-01 16:27:35"
1530,12,466,"There were no team members available","2016-09-01 16:27:35"
1531,1,469,00:18,"2016-09-01 17:11:23"
1532,2,469,High,"2016-09-01 17:11:23"
1533,4,469,2,"2016-09-01 17:11:23"
1534,5,469,3,"2016-09-01 17:11:23"
1535,6,469,1,"2016-09-01 17:11:23"
1536,7,469,4,"2016-09-01 17:11:23"
1537,10,469,1,"2016-09-01 17:11:23"
1538,11,469,1,"2016-09-01 17:11:23"
1539,12,469,,"2016-09-01 17:11:23"
1540,1,474,"15 minutes","2016-09-01 18:55:31"
1541,2,474,Easy,"2016-09-01 18:55:31"
1542,4,474,5,"2016-09-01 18:55:31"
1543,5,474,1,"2016-09-01 18:55:31"
1544,6,474,5,"2016-09-01 18:55:31"
1545,7,474,1,"2016-09-01 18:55:31"
1546,10,474,1,"2016-09-01 18:55:31"
1547,11,474,1,"2016-09-01 18:55:31"
1548,12,474,"There was no real interaction with my team. ","2016-09-01 18:55:31"
1549,1,475,"50 minutes","2016-09-01 19:39:20"
1550,2,475,Medium,"2016-09-01 19:39:20"
1551,4,475,5,"2016-09-01 19:39:20"
1552,5,475,2,"2016-09-01 19:39:20"
1553,6,475,5,"2016-09-01 19:39:20"
1554,7,475,1,"2016-09-01 19:39:20"
1555,10,475,1,"2016-09-01 19:39:20"
1556,11,475,1,"2016-09-01 19:39:20"
1557,12,475,,"2016-09-01 19:39:20"
1558,1,480,00:20,"2016-09-01 22:11:57"
1559,2,480,Easy,"2016-09-01 22:11:57"
1560,4,480,5,"2016-09-01 22:11:57"
1561,5,480,1,"2016-09-01 22:11:57"
1562,6,480,3,"2016-09-01 22:11:57"
1563,7,480,3,"2016-09-01 22:11:57"
1564,10,480,1,"2016-09-01 22:11:57"
1565,11,480,1,"2016-09-01 22:11:57"
1566,12,480,"There did not appear to be any team members during my time with the scenario. Thank you for allowing me to participate.","2016-09-01 22:11:57"
1567,1,485,"thirty minutes","2016-09-01 22:37:53"
1568,2,485,Medium,"2016-09-01 22:37:53"
1569,4,485,5,"2016-09-01 22:37:53"
1570,5,485,1,"2016-09-01 22:37:53"
1571,6,485,3,"2016-09-01 22:37:53"
1572,7,485,5,"2016-09-01 22:37:53"
1573,10,485,1,"2016-09-01 22:37:53"
1574,11,485,1,"2016-09-01 22:37:53"
1575,12,485,,"2016-09-01 22:37:53"
1576,1,492,15:00,"2016-09-02 04:57:19"
1577,2,492,Easy,"2016-09-02 04:57:19"
1578,4,492,5,"2016-09-02 04:57:19"
1579,5,492,1,"2016-09-02 04:57:19"
1580,6,492,5,"2016-09-02 04:57:19"
1581,7,492,1,"2016-09-02 04:57:19"
1582,10,492,3,"2016-09-02 04:57:19"
1583,11,492,2,"2016-09-02 04:57:19"
1584,12,492,"Loved the study :)","2016-09-02 04:57:19"
1585,1,465,1:30,"2016-09-02 05:30:00"
1586,2,465,Medium,"2016-09-02 05:30:00"
1587,4,465,5,"2016-09-02 05:30:00"
1588,5,465,1,"2016-09-02 05:30:00"
1589,6,465,5,"2016-09-02 05:30:00"
1590,7,465,2,"2016-09-02 05:30:00"
1591,10,465,3,"2016-09-02 05:30:00"
1592,11,465,3,"2016-09-02 05:30:00"
1593,12,465,"Thanks for letting me participate! ","2016-09-02 05:30:00"
1594,1,493,25,"2016-09-02 08:08:53"
1595,2,493,Medium,"2016-09-02 08:08:53"
1596,4,493,5,"2016-09-02 08:08:53"
1597,5,493,1,"2016-09-02 08:08:53"
1598,6,493,4,"2016-09-02 08:08:53"
1599,7,493,2,"2016-09-02 08:08:53"
1600,10,493,2,"2016-09-02 08:08:53"
1601,11,493,4,"2016-09-02 08:08:53"
1602,12,493,"Good HIT","2016-09-02 08:08:53"
1603,1,490,1:30,"2016-09-02 09:24:21"
1604,2,490,Medium,"2016-09-02 09:24:21"
1605,4,490,3,"2016-09-02 09:24:21"
1606,5,490,2,"2016-09-02 09:24:21"
1607,6,490,5,"2016-09-02 09:24:21"
1608,7,490,3,"2016-09-02 09:24:21"
1609,10,490,1,"2016-09-02 09:24:21"
1610,11,490,1,"2016-09-02 09:24:21"
1611,12,490,,"2016-09-02 09:24:21"
1612,1,491,25,"2016-09-02 10:00:57"
1613,2,491,Medium,"2016-09-02 10:00:57"
1614,4,491,5,"2016-09-02 10:00:57"
1615,5,491,1,"2016-09-02 10:00:57"
1616,6,491,5,"2016-09-02 10:00:57"
1617,7,491,3,"2016-09-02 10:00:57"
1618,10,491,1,"2016-09-02 10:00:57"
1619,11,491,2,"2016-09-02 10:00:57"
1620,12,491,,"2016-09-02 10:00:57"
1621,1,497,1:00,"2016-09-02 10:53:40"
1622,2,497,Medium,"2016-09-02 10:53:40"
1623,4,497,3,"2016-09-02 10:53:40"
1624,5,497,2,"2016-09-02 10:53:40"
1625,6,497,3,"2016-09-02 10:53:40"
1626,7,497,3,"2016-09-02 10:53:40"
1627,10,497,1,"2016-09-02 10:53:40"
1628,11,497,1,"2016-09-02 10:53:40"
1629,12,497,,"2016-09-02 10:53:40"
1630,1,489,00:20,"2016-09-02 13:33:43"
1631,2,489,Medium,"2016-09-02 13:33:43"
1632,4,489,2,"2016-09-02 13:33:43"
1633,5,489,5,"2016-09-02 13:33:43"
1634,6,489,1,"2016-09-02 13:33:43"
1635,7,489,4,"2016-09-02 13:33:43"
1636,10,489,1,"2016-09-02 13:33:43"
1637,11,489,1,"2016-09-02 13:33:43"
1638,12,489,"There was only ever one other person who made comments or interacted through the discussion areas.  It felt like I was doing this task by myself.","2016-09-02 13:33:43"
1639,1,486,"00:35 ","2016-09-02 14:35:35"
1640,2,486,Easy,"2016-09-02 14:35:35"
1641,4,486,3,"2016-09-02 14:35:35"
1642,5,486,3,"2016-09-02 14:35:35"
1643,6,486,2,"2016-09-02 14:35:35"
1644,7,486,2,"2016-09-02 14:35:35"
1645,10,486,1,"2016-09-02 14:35:35"
1646,11,486,1,"2016-09-02 14:35:35"
1647,12,486,"I kind of wish there was a different way to do this task, I just could not figure out how to be more creative with the examples given. It seemed like there was really only so much that could be said about these, ","2016-09-02 14:35:35"
1648,1,499,"20 mins","2016-09-02 16:19:37"
1649,2,499,High,"2016-09-02 16:19:37"
1650,4,499,4,"2016-09-02 16:19:37"
1651,5,499,2,"2016-09-02 16:19:37"
1652,6,499,3,"2016-09-02 16:19:37"
1653,7,499,1,"2016-09-02 16:19:37"
1654,10,499,1,"2016-09-02 16:19:37"
1655,11,499,1,"2016-09-02 16:19:37"
1656,12,499,,"2016-09-02 16:19:37"
1657,1,502,"20 Minutes","2016-09-02 19:05:37"
1658,2,502,Medium,"2016-09-02 19:05:37"
1659,4,502,5,"2016-09-02 19:05:37"
1660,5,502,1,"2016-09-02 19:05:37"
1661,6,502,4,"2016-09-02 19:05:37"
1662,7,502,2,"2016-09-02 19:05:37"
1663,10,502,1,"2016-09-02 19:05:37"
1664,11,502,1,"2016-09-02 19:05:37"
1665,12,502,"I was the only member of my team.","2016-09-02 19:05:37"
1666,1,503,"Approximately 1 hr","2016-09-02 20:15:18"
1667,2,503,Easy,"2016-09-02 20:15:18"
1668,4,503,4,"2016-09-02 20:15:18"
1669,5,503,2,"2016-09-02 20:15:18"
1670,6,503,4,"2016-09-02 20:15:18"
1671,7,503,2,"2016-09-02 20:15:18"
1672,10,503,1,"2016-09-02 20:15:18"
1673,11,503,1,"2016-09-02 20:15:18"
1674,12,503,,"2016-09-02 20:15:18"
1675,1,515,00:33,"2016-09-02 22:41:34"
1676,2,515,Medium,"2016-09-02 22:41:34"
1677,4,515,5,"2016-09-02 22:41:34"
1678,5,515,2,"2016-09-02 22:41:34"
1679,6,515,5,"2016-09-02 22:41:34"
1680,7,515,1,"2016-09-02 22:41:34"
1681,10,515,1,"2016-09-02 22:41:34"
1682,11,515,1,"2016-09-02 22:41:34"
1683,12,515,,"2016-09-02 22:41:34"
1684,1,153,00:20,"2016-09-02 23:49:29"
1685,2,153,Easy,"2016-09-02 23:49:29"
1686,4,153,5,"2016-09-02 23:49:29"
1687,5,153,2,"2016-09-02 23:49:29"
1688,6,153,3,"2016-09-02 23:49:29"
1689,7,153,3,"2016-09-02 23:49:29"
1690,8,153,3,"2016-09-02 23:49:29"
1691,9,153,5,"2016-09-02 23:49:29"
1692,12,153,,"2016-09-02 23:49:29"
1693,1,520,00:30,"2016-09-02 23:50:29"
1694,2,520,Easy,"2016-09-02 23:50:29"
1695,4,520,5,"2016-09-02 23:50:29"
1696,5,520,1,"2016-09-02 23:50:29"
1697,6,520,2,"2016-09-02 23:50:29"
1698,7,520,1,"2016-09-02 23:50:29"
1699,10,520,3,"2016-09-02 23:50:29"
