id,question_id,user_id,description,created_at
580,6,169,5,"2016-08-14 02:10:28"
581,7,169,2,"2016-08-14 02:10:28"
582,8,169,4,"2016-08-14 02:10:28"
583,9,169,3,"2016-08-14 02:10:28"
584,12,169,,"2016-08-14 02:10:28"
585,1,178,00:40,"2016-08-14 08:16:14"
586,2,178,Medium,"2016-08-14 08:16:14"
587,4,178,5,"2016-08-14 08:16:14"
588,5,178,1,"2016-08-14 08:16:14"
589,6,178,4,"2016-08-14 08:16:14"
590,7,178,2,"2016-08-14 08:16:14"
591,8,178,4,"2016-08-14 08:16:14"
592,9,178,5,"2016-08-14 08:16:14"
593,12,178,"It was quite an interesting survey. I enjoyed it. Thank you!","2016-08-14 08:16:14"
594,1,177,35,"2016-08-14 08:38:48"
595,2,177,Medium,"2016-08-14 08:38:48"
596,4,177,4,"2016-08-14 08:38:48"
597,5,177,4,"2016-08-14 08:38:48"
598,6,177,3,"2016-08-14 08:38:48"
599,7,177,4,"2016-08-14 08:38:48"
600,8,177,4,"2016-08-14 08:38:48"
601,9,177,4,"2016-08-14 08:38:48"
602,12,177,none,"2016-08-14 08:38:48"
603,1,184,"30 minutes","2016-08-14 14:00:28"
604,2,184,Medium,"2016-08-14 14:00:28"
605,4,184,5,"2016-08-14 14:00:28"
606,5,184,1,"2016-08-14 14:00:28"
607,6,184,4,"2016-08-14 14:00:28"
608,7,184,3,"2016-08-14 14:00:28"
609,12,184,,"2016-08-14 14:00:28"
610,1,186,00:35,"2016-08-14 15:28:31"
611,2,186,High,"2016-08-14 15:28:31"
612,4,186,2,"2016-08-14 15:28:31"
613,5,186,1,"2016-08-14 15:28:31"
614,6,186,4,"2016-08-14 15:28:31"
615,7,186,3,"2016-08-14 15:28:31"
616,12,186,,"2016-08-14 15:28:31"
617,1,174,00:15,"2016-08-14 17:08:22"
618,2,174,Medium,"2016-08-14 17:08:22"
619,4,174,2,"2016-08-14 17:08:22"
620,5,174,3,"2016-08-14 17:08:22"
621,6,174,3,"2016-08-14 17:08:22"
622,7,174,3,"2016-08-14 17:08:22"
623,12,174,"Some scenarios do not have obvious stress cases","2016-08-14 17:08:22"
624,1,191,"30 minutes","2016-08-14 18:12:21"
625,2,191,Medium,"2016-08-14 18:12:21"
626,4,191,4,"2016-08-14 18:12:21"
627,5,191,2,"2016-08-14 18:12:21"
628,6,191,4,"2016-08-14 18:12:21"
629,7,191,3,"2016-08-14 18:12:21"
630,8,191,3,"2016-08-14 18:12:21"
631,9,191,3,"2016-08-14 18:12:21"
632,12,191,"I hope I filled in the requirements correctly.","2016-08-14 18:12:21"
633,1,182,00:45,"2016-08-14 21:12:14"
634,2,182,Medium,"2016-08-14 21:12:14"
635,4,182,4,"2016-08-14 21:12:14"
636,5,182,1,"2016-08-14 21:12:14"
637,6,182,3,"2016-08-14 21:12:14"
638,7,182,3,"2016-08-14 21:12:14"
639,10,182,1,"2016-08-14 21:12:14"
640,11,182,1,"2016-08-14 21:12:14"
641,12,182,"There were no comments or other scenarios. Perhaps I was the first?","2016-08-14 21:12:14"
642,1,183,30,"2016-08-15 07:36:58"
643,2,183,Medium,"2016-08-15 07:36:58"
644,4,183,3,"2016-08-15 07:36:58"
645,5,183,4,"2016-08-15 07:36:58"
646,6,183,2,"2016-08-15 07:36:58"
647,7,183,5,"2016-08-15 07:36:58"
648,12,183,,"2016-08-15 07:36:58"
649,1,93,00:55,"2016-08-15 14:29:29"
650,2,93,Medium,"2016-08-15 14:29:29"
651,4,93,1,"2016-08-15 14:29:29"
652,5,93,3,"2016-08-15 14:29:29"
653,6,93,2,"2016-08-15 14:29:29"
654,7,93,3,"2016-08-15 14:29:29"
655,8,93,2,"2016-08-15 14:29:29"
656,9,93,2,"2016-08-15 14:29:29"
657,12,93,,"2016-08-15 14:29:29"
658,1,195,00:23,"2016-08-15 15:34:07"
659,2,195,"Very easy","2016-08-15 15:34:07"
660,4,195,5,"2016-08-15 15:34:07"
661,5,195,1,"2016-08-15 15:34:07"
662,6,195,5,"2016-08-15 15:34:07"
663,7,195,1,"2016-08-15 15:34:07"
664,10,195,1,"2016-08-15 15:34:07"
665,11,195,5,"2016-08-15 15:34:07"
666,12,195,"i didn't ask the team any questions...was I supposed to?","2016-08-15 15:34:07"
667,1,144,"20 minutes","2016-08-15 16:32:02"
668,2,144,Medium,"2016-08-15 16:32:02"
669,4,144,4,"2016-08-15 16:32:02"
670,5,144,1,"2016-08-15 16:32:02"
671,6,144,4,"2016-08-15 16:32:02"
672,7,144,3,"2016-08-15 16:32:02"
673,10,144,1,"2016-08-15 16:32:02"
674,11,144,4,"2016-08-15 16:32:02"
675,12,144,,"2016-08-15 16:32:02"
676,1,196,"15 minutes","2016-08-15 17:11:07"
677,2,196,Easy,"2016-08-15 17:11:07"
678,4,196,4,"2016-08-15 17:11:07"
679,5,196,2,"2016-08-15 17:11:07"
680,6,196,5,"2016-08-15 17:11:07"
681,7,196,2,"2016-08-15 17:11:07"
682,10,196,5,"2016-08-15 17:11:07"
683,11,196,5,"2016-08-15 17:11:07"
684,12,196,,"2016-08-15 17:11:07"
685,1,207,"25 minutes","2016-08-15 17:29:50"
686,2,207,Medium,"2016-08-15 17:29:50"
687,4,207,4,"2016-08-15 17:29:50"
688,5,207,2,"2016-08-15 17:29:50"
689,6,207,3,"2016-08-15 17:29:50"
690,7,207,4,"2016-08-15 17:29:50"
691,10,207,1,"2016-08-15 17:29:50"
692,11,207,2,"2016-08-15 17:29:50"
693,12,207,,"2016-08-15 17:29:50"
694,1,206,"15 minutes","2016-08-15 17:29:52"
695,2,206,Medium,"2016-08-15 17:29:52"
696,4,206,4,"2016-08-15 17:29:52"
697,5,206,3,"2016-08-15 17:29:52"
698,6,206,4,"2016-08-15 17:29:52"
699,7,206,5,"2016-08-15 17:29:52"
700,12,206,,"2016-08-15 17:29:52"
701,1,205,"15 minutes","2016-08-15 17:30:07"
702,2,205,Easy,"2016-08-15 17:30:07"
703,4,205,4,"2016-08-15 17:30:07"
704,5,205,2,"2016-08-15 17:30:07"
705,6,205,3,"2016-08-15 17:30:07"
706,7,205,1,"2016-08-15 17:30:07"
707,10,205,1,"2016-08-15 17:30:07"
708,11,205,1,"2016-08-15 17:30:07"
709,12,205,"participant 2 spammed the comment section","2016-08-15 17:30:07"
710,1,218,00:15,"2016-08-15 17:48:32"
711,2,218,Medium,"2016-08-15 17:48:32"
712,4,218,5,"2016-08-15 17:48:32"
713,5,218,1,"2016-08-15 17:48:32"
714,6,218,5,"2016-08-15 17:48:32"
715,7,218,1,"2016-08-15 17:48:32"
716,10,218,2,"2016-08-15 17:48:32"
717,11,218,2,"2016-08-15 17:48:32"
718,12,218,,"2016-08-15 17:48:32"
719,1,214,00:30,"2016-08-15 17:57:52"
720,2,214,Easy,"2016-08-15 17:57:52"
721,4,214,4,"2016-08-15 17:57:52"
722,5,214,2,"2016-08-15 17:57:52"
723,6,214,3,"2016-08-15 17:57:52"
724,7,214,3,"2016-08-15 17:57:52"
725,10,214,3,"2016-08-15 17:57:52"
726,11,214,4,"2016-08-15 17:57:52"
727,12,214,,"2016-08-15 17:57:52"
728,1,198,00:20,"2016-08-15 18:02:31"
729,2,198,Easy,"2016-08-15 18:02:31"
730,4,198,4,"2016-08-15 18:02:31"
731,5,198,2,"2016-08-15 18:02:31"
732,6,198,1,"2016-08-15 18:02:31"
733,7,198,1,"2016-08-15 18:02:31"
734,10,198,1,"2016-08-15 18:02:31"
735,11,198,1,"2016-08-15 18:02:31"
736,12,198,,"2016-08-15 18:02:31"
737,1,222,"20 Minutes","2016-08-15 18:02:39"
738,2,222,Medium,"2016-08-15 18:02:39"
739,4,222,5,"2016-08-15 18:02:39"
740,5,222,3,"2016-08-15 18:02:39"
741,6,222,4,"2016-08-15 18:02:39"
742,7,222,3,"2016-08-15 18:02:39"
743,12,222,,"2016-08-15 18:02:39"
744,1,234,"35 minutes","2016-08-15 18:24:00"
745,2,234,Medium,"2016-08-15 18:24:00"
746,4,234,3,"2016-08-15 18:24:00"
747,5,234,2,"2016-08-15 18:24:00"
748,6,234,4,"2016-08-15 18:24:00"
749,7,234,5,"2016-08-15 18:24:00"
750,12,234,"Worker ID A28AX4H70DPKKK. Cant find the hit.","2016-08-15 18:24:00"
751,1,232,60,"2016-08-15 18:35:24"
752,2,232,Medium,"2016-08-15 18:35:24"
753,4,232,4,"2016-08-15 18:35:24"
754,5,232,1,"2016-08-15 18:35:24"
755,6,232,4,"2016-08-15 18:35:24"
756,7,232,3,"2016-08-15 18:35:24"
757,8,232,2,"2016-08-15 18:35:24"
758,9,232,4,"2016-08-15 18:35:24"
759,12,232,,"2016-08-15 18:35:24"
760,1,236,30MINUTES,"2016-08-15 18:43:20"
761,2,236,Medium,"2016-08-15 18:43:20"
762,4,236,4,"2016-08-15 18:43:20"
763,5,236,2,"2016-08-15 18:43:20"
764,6,236,5,"2016-08-15 18:43:20"
765,7,236,1,"2016-08-15 18:43:20"
766,8,236,4,"2016-08-15 18:43:20"
767,9,236,4,"2016-08-15 18:43:20"
768,12,236," inspired me to develop the knowledge","2016-08-15 18:43:20"
769,1,235,00:83,"2016-08-15 18:43:20"
770,2,235,Medium,"2016-08-15 18:43:20"
771,4,235,2,"2016-08-15 18:43:20"
772,5,235,2,"2016-08-15 18:43:20"
773,6,235,3,"2016-08-15 18:43:21"
774,7,235,2,"2016-08-15 18:43:21"
775,8,235,3,"2016-08-15 18:43:21"
776,9,235,4,"2016-08-15 18:43:21"
777,12,235,,"2016-08-15 18:43:21"
778,1,241,00:20,"2016-08-15 18:46:31"
779,2,241,Medium,"2016-08-15 18:46:31"
780,4,241,4,"2016-08-15 18:46:31"
781,5,241,2,"2016-08-15 18:46:31"
782,6,241,4,"2016-08-15 18:46:31"
783,7,241,2,"2016-08-15 18:46:31"
784,10,241,3,"2016-08-15 18:46:31"
785,11,241,3,"2016-08-15 18:46:31"
786,12,241,,"2016-08-15 18:46:31"
787,1,213,"15 minutes","2016-08-15 18:49:03"
788,2,213,Easy,"2016-08-15 18:49:03"
789,4,213,5,"2016-08-15 18:49:03"
790,5,213,1,"2016-08-15 18:49:03"
791,6,213,5,"2016-08-15 18:49:03"
792,7,213,2,"2016-08-15 18:49:03"
793,8,213,4,"2016-08-15 18:49:03"
794,9,213,4,"2016-08-15 18:49:03"
795,12,213,,"2016-08-15 18:49:03"
796,1,240,"30 minutes","2016-08-15 18:57:36"
797,2,240,Easy,"2016-08-15 18:57:36"
798,4,240,5,"2016-08-15 18:57:36"
799,5,240,1,"2016-08-15 18:57:36"
800,6,240,5,"2016-08-15 18:57:36"
801,7,240,1,"2016-08-15 18:57:36"
802,10,240,1,"2016-08-15 18:57:36"
803,11,240,1,"2016-08-15 18:57:36"
804,12,240,,"2016-08-15 18:57:36"
805,1,242,00:30,"2016-08-15 19:16:58"
806,2,242,Medium,"2016-08-15 19:16:58"
807,4,242,5,"2016-08-15 19:16:58"
808,5,242,1,"2016-08-15 19:16:58"
809,6,242,4,"2016-08-15 19:16:58"
810,7,242,3,"2016-08-15 19:16:58"
811,8,242,1,"2016-08-15 19:16:58"
812,9,242,4,"2016-08-15 19:16:58"
813,12,242,,"2016-08-15 19:16:58"
814,1,237,00:30,"2016-08-15 19:39:52"
815,2,237,Medium,"2016-08-15 19:39:52"
816,4,237,4,"2016-08-15 19:39:52"
817,5,237,3,"2016-08-15 19:39:52"
818,6,237,5,"2016-08-15 19:39:52"
819,7,237,2,"2016-08-15 19:39:52"
820,8,237,1,"2016-08-15 19:39:52"
821,9,237,3,"2016-08-15 19:39:52"
822,12,237,,"2016-08-15 19:39:52"
823,1,254,00:40,"2016-08-15 20:21:21"
824,2,254,Medium,"2016-08-15 20:21:21"
825,4,254,4,"2016-08-15 20:21:21"
826,5,254,1,"2016-08-15 20:21:21"
827,6,254,4,"2016-08-15 20:21:21"
828,7,254,1,"2016-08-15 20:21:21"
829,12,254,,"2016-08-15 20:21:21"
830,1,252,"1 hour","2016-08-15 20:40:22"
831,2,252,Easy,"2016-08-15 20:40:22"
832,4,252,5,"2016-08-15 20:40:22"
833,5,252,1,"2016-08-15 20:40:22"
834,6,252,5,"2016-08-15 20:40:22"
835,7,252,2,"2016-08-15 20:40:22"
836,8,252,1,"2016-08-15 20:40:22"
837,9,252,1,"2016-08-15 20:40:22"
838,12,252,"did not see team member responses so maybe no one was online with me","2016-08-15 20:40:22"
839,1,258,"12 minutes","2016-08-15 20:44:01"
840,2,258,High,"2016-08-15 20:44:01"
841,4,258,3,"2016-08-15 20:44:01"
842,5,258,2,"2016-08-15 20:44:01"
843,6,258,4,"2016-08-15 20:44:01"
844,7,258,2,"2016-08-15 20:44:01"
845,10,258,1,"2016-08-15 20:44:01"
846,11,258,1,"2016-08-15 20:44:01"
847,12,258,,"2016-08-15 20:44:01"
848,1,259,"45 minutes","2016-08-15 21:21:49"
849,2,259,Medium,"2016-08-15 21:21:49"
850,4,259,4,"2016-08-15 21:21:49"
851,5,259,1,"2016-08-15 21:21:49"
852,6,259,4,"2016-08-15 21:21:49"
853,7,259,2,"2016-08-15 21:21:49"
854,12,259,,"2016-08-15 21:21:49"
855,1,256,"1 hour","2016-08-15 21:27:24"
856,2,256,High,"2016-08-15 21:27:24"
857,4,256,2,"2016-08-15 21:27:24"
858,5,256,1,"2016-08-15 21:27:24"
859,6,256,5,"2016-08-15 21:27:24"
860,7,256,2,"2016-08-15 21:27:24"
861,10,256,3,"2016-08-15 21:27:24"
862,11,256,1,"2016-08-15 21:27:24"
863,12,256,,"2016-08-15 21:27:24"
864,1,265,00:15,"2016-08-15 21:56:05"
865,2,265,High,"2016-08-15 21:56:05"
866,4,265,5,"2016-08-15 21:56:05"
867,5,265,1,"2016-08-15 21:56:05"
868,6,265,4,"2016-08-15 21:56:05"
869,7,265,3,"2016-08-15 21:56:05"
870,8,265,4,"2016-08-15 21:56:05"
871,9,265,4,"2016-08-15 21:56:05"
872,12,265,"This was really unique and kinda fun. ","2016-08-15 21:56:05"
873,1,269,00:20,"2016-08-16 00:01:57"
874,2,269,Easy,"2016-08-16 00:01:57"
875,4,269,3,"2016-08-16 00:01:57"
876,5,269,3,"2016-08-16 00:01:57"
877,6,269,2,"2016-08-16 00:01:57"
878,7,269,3,"2016-08-16 00:01:57"
879,10,269,1,"2016-08-16 00:01:57"
880,11,269,1,"2016-08-16 00:01:57"
881,12,269,,"2016-08-16 00:01:57"
882,1,270,"40 minutes","2016-08-16 00:51:26"
883,2,270,High,"2016-08-16 00:51:26"
884,4,270,5,"2016-08-16 00:51:26"
885,5,270,1,"2016-08-16 00:51:26"
886,6,270,5,"2016-08-16 00:51:26"
887,7,270,1,"2016-08-16 00:51:26"
888,10,270,5,"2016-08-16 00:51:26"
889,11,270,5,"2016-08-16 00:51:26"
890,12,270,,"2016-08-16 00:51:26"
891,1,271,"00: 55","2016-08-16 01:20:09"
892,2,271,Medium,"2016-08-16 01:20:09"
893,4,271,4,"2016-08-16 01:20:09"
894,5,271,1,"2016-08-16 01:20:09"
895,6,271,4,"2016-08-16 01:20:09"
896,7,271,2,"2016-08-16 01:20:09"
897,10,271,4,"2016-08-16 01:20:09"
898,11,271,1,"2016-08-16 01:20:09"
899,12,271,,"2016-08-16 01:20:09"
900,1,273,0:20,"2016-08-16 02:32:16"
901,2,273,Easy,"2016-08-16 02:32:16"
902,4,273,5,"2016-08-16 02:32:16"
903,5,273,1,"2016-08-16 02:32:16"
904,6,273,5,"2016-08-16 02:32:16"
905,7,273,1,"2016-08-16 02:32:16"
906,8,273,1,"2016-08-16 02:32:16"
907,9,273,3,"2016-08-16 02:32:16"
908,12,273,"I was alone... and didn't actually have a team... so I didn't really have anyone to inspire me or be inspired by. Oh well... I enjoyed the task and would be willing to do more. ","2016-08-16 02:32:16"
909,1,211,"20 minutes","2016-08-16 04:50:51"
910,2,211,Easy,"2016-08-16 04:50:51"
911,4,211,5,"2016-08-16 04:50:51"
912,5,211,1,"2016-08-16 04:50:51"
913,6,211,5,"2016-08-16 04:50:51"
914,7,211,1,"2016-08-16 04:50:51"
915,8,211,2,"2016-08-16 04:50:51"
916,9,211,4,"2016-08-16 04:50:51"
917,12,211,,"2016-08-16 04:50:51"
918,1,280,00:30,"2016-08-16 05:53:22"
919,2,280,Easy,"2016-08-16 05:53:22"
920,4,280,5,"2016-08-16 05:53:22"
921,5,280,2,"2016-08-16 05:53:22"
922,6,280,5,"2016-08-16 05:53:22"
923,7,280,1,"2016-08-16 05:53:22"
924,8,280,5,"2016-08-16 05:53:22"
925,9,280,5,"2016-08-16 05:53:22"
926,12,280,"Great Survey! Thanks!","2016-08-16 05:53:22"
927,1,286,00:20,"2016-08-16 10:14:59"
928,2,286,Medium,"2016-08-16 10:14:59"
929,4,286,4,"2016-08-16 10:14:59"
930,5,286,1,"2016-08-16 10:14:59"
931,6,286,5,"2016-08-16 10:14:59"
932,7,286,4,"2016-08-16 10:14:59"
933,10,286,1,"2016-08-16 10:14:59"
934,11,286,1,"2016-08-16 10:14:59"
935,12,286,,"2016-08-16 10:14:59"
936,1,287,00:25,"2016-08-16 10:22:34"
937,2,287,Medium,"2016-08-16 10:22:34"
938,4,287,3,"2016-08-16 10:22:34"
939,5,287,2,"2016-08-16 10:22:34"
940,6,287,4,"2016-08-16 10:22:34"
941,7,287,1,"2016-08-16 10:22:34"
942,10,287,3,"2016-08-16 10:22:34"
943,11,287,3,"2016-08-16 10:22:34"
944,12,287,,"2016-08-16 10:22:34"
945,1,288,00:40,"2016-08-16 10:54:26"
946,2,288,High,"2016-08-16 10:54:26"
947,4,288,4,"2016-08-16 10:54:26"
948,5,288,1,"2016-08-16 10:54:26"
949,6,288,5,"2016-08-16 10:54:26"
950,7,288,1,"2016-08-16 10:54:26"
951,10,288,1,"2016-08-16 10:54:26"
952,11,288,1,"2016-08-16 10:54:26"
953,12,288,,"2016-08-16 10:54:26"
954,1,212,"20 minutes","2016-08-16 10:59:07"
955,2,212,Medium,"2016-08-16 10:59:07"
956,4,212,4,"2016-08-16 10:59:07"
957,5,212,2,"2016-08-16 10:59:07"
958,6,212,3,"2016-08-16 10:59:07"
959,7,212,4,"2016-08-16 10:59:07"
960,8,212,1,"2016-08-16 10:59:07"
961,9,212,1,"2016-08-16 10:59:07"
962,12,212,"I did not see that I had any team members or their ideas.","2016-08-16 10:59:07"
963,1,274,30,"2016-08-16 12:21:51"
964,2,274,Easy,"2016-08-16 12:21:51"
965,4,274,4,"2016-08-16 12:21:51"
966,5,274,1,"2016-08-16 12:21:51"
967,6,274,4,"2016-08-16 12:21:51"
968,7,274,2,"2016-08-16 12:21:51"
969,8,274,1,"2016-08-16 12:21:51"
970,9,274,2,"2016-08-16 12:21:51"
971,12,274,,"2016-08-16 12:21:51"
972,1,295,00:30,"2016-08-16 13:55:25"
973,2,295,Easy,"2016-08-16 13:55:25"
974,4,295,5,"2016-08-16 13:55:25"
975,5,295,1,"2016-08-16 13:55:25"
976,6,295,4,"2016-08-16 13:55:25"
977,7,295,2,"2016-08-16 13:55:25"
978,8,295,5,"2016-08-16 13:55:25"
979,9,295,4,"2016-08-16 13:55:25"
980,12,295,,"2016-08-16 13:55:25"
981,1,229,"00.60 sixty minutes ","2016-08-16 14:03:18"
982,2,229,Easy,"2016-08-16 14:03:18"
983,4,229,3,"2016-08-16 14:03:18"
984,5,229,1,"2016-08-16 14:03:18"
985,6,229,3,"2016-08-16 14:03:18"
986,7,229,2,"2016-08-16 14:03:18"
987,12,229,"nice study ","2016-08-16 14:03:18"
988,1,239,"01:30 to 02:30","2016-08-16 14:33:13"
989,2,239,Medium,"2016-08-16 14:33:13"
990,4,239,5,"2016-08-16 14:33:13"
991,5,239,2,"2016-08-16 14:33:13"
992,6,239,3,"2016-08-16 14:33:13"
993,7,239,4,"2016-08-16 14:33:13"
994,10,239,2,"2016-08-16 14:33:13"
995,11,239,1,"2016-08-16 14:33:13"
996,12,239,"I did not see any comments from my team members, but being able to see their requirements helped me to feel more confident in my proposed scenarios which passively on their part answered my initial questions.","2016-08-16 14:33:13"
997,1,296,"Probably about 20 minutes","2016-08-16 15:02:57"
998,2,296,Easy,"2016-08-16 15:02:57"
999,4,296,3,"2016-08-16 15:02:57"
1000,5,296,3,"2016-08-16 15:02:57"
1001,6,296,2,"2016-08-16 15:02:57"
1002,7,296,4,"2016-08-16 15:02:57"
1003,8,296,4,"2016-08-16 15:02:57"
1004,9,296,3,"2016-08-16 15:02:57"
1005,12,296,,"2016-08-16 15:02:57"
1006,1,306,"20 minutes","2016-08-16 16:23:23"
1007,2,306,Medium,"2016-08-16 16:23:23"
1008,4,306,4,"2016-08-16 16:23:23"
1009,5,306,2,"2016-08-16 16:23:23"
1010,6,306,3,"2016-08-16 16:23:23"
1011,7,306,3,"2016-08-16 16:23:23"
1012,10,306,1,"2016-08-16 16:23:23"
1013,11,306,1,"2016-08-16 16:23:23"
1014,12,306,,"2016-08-16 16:23:23"
1015,1,313,15,"2016-08-16 17:36:21"
1016,2,313,Easy,"2016-08-16 17:36:21"
1017,4,313,5,"2016-08-16 17:36:21"
1018,5,313,2,"2016-08-16 17:36:21"
1019,6,313,5,"2016-08-16 17:36:21"
1020,7,313,2,"2016-08-16 17:36:21"
1021,10,313,4,"2016-08-16 17:36:21"
1022,11,313,4,"2016-08-16 17:36:21"
1023,12,313,,"2016-08-16 17:36:21"
1024,1,315,30,"2016-08-16 17:40:40"
1025,2,315,Easy,"2016-08-16 17:40:40"
1026,4,315,3,"2016-08-16 17:40:40"
1027,5,315,4,"2016-08-16 17:40:40"
1028,6,315,5,"2016-08-16 17:40:40"
1029,7,315,1,"2016-08-16 17:40:40"
1030,8,315,1,"2016-08-16 17:40:40"
1031,9,315,3,"2016-08-16 17:40:40"
1032,12,315,,"2016-08-16 17:40:40"
1033,1,316,20,"2016-08-16 17:48:59"
1034,2,316,Easy,"2016-08-16 17:48:59"
1035,4,316,2,"2016-08-16 17:48:59"
1036,5,316,5,"2016-08-16 17:48:59"
1037,6,316,5,"2016-08-16 17:48:59"
1038,7,316,1,"2016-08-16 17:48:59"
1039,10,316,3,"2016-08-16 17:48:59"
1040,11,316,2,"2016-08-16 17:48:59"
1041,12,316,,"2016-08-16 17:48:59"
1042,1,311,:45,"2016-08-16 18:14:07"
1043,2,311,Medium,"2016-08-16 18:14:07"
1044,4,311,4,"2016-08-16 18:14:07"
1045,5,311,2,"2016-08-16 18:14:07"
1046,6,311,3,"2016-08-16 18:14:07"
1047,7,311,2,"2016-08-16 18:14:07"
1048,8,311,4,"2016-08-16 18:14:07"
1049,9,311,3,"2016-08-16 18:14:07"
1050,12,311,,"2016-08-16 18:14:07"
1051,1,325,0:48,"2016-08-16 18:56:57"
1052,2,325,Medium,"2016-08-16 18:56:57"
1053,4,325,4,"2016-08-16 18:56:57"
1054,5,325,1,"2016-08-16 18:56:57"
1055,6,325,3,"2016-08-16 18:56:57"
1056,7,325,3,"2016-08-16 18:56:57"
1057,8,325,4,"2016-08-16 18:56:57"
1058,9,325,3,"2016-08-16 18:56:57"
1059,12,325,,"2016-08-16 18:56:57"
1060,1,326,00:40,"2016-08-16 19:04:46"
1061,2,326,Medium,"2016-08-16 19:04:46"
1062,4,326,3,"2016-08-16 19:04:46"
1063,5,326,2,"2016-08-16 19:04:46"
1064,6,326,4,"2016-08-16 19:04:46"
1065,7,326,3,"2016-08-16 19:04:46"
1066,12,326,,"2016-08-16 19:04:46"
1067,1,318,"1 hour","2016-08-16 19:12:38"
1068,2,318,Medium,"2016-08-16 19:12:38"
1069,4,318,4,"2016-08-16 19:12:38"
1070,5,318,1,"2016-08-16 19:12:38"
1071,6,318,3,"2016-08-16 19:12:38"
1072,7,318,3,"2016-08-16 19:12:38"
1073,10,318,4,"2016-08-16 19:12:38"
1074,11,318,4,"2016-08-16 19:12:38"
1075,12,318,,"2016-08-16 19:12:38"
1076,1,327,00:35,"2016-08-16 19:17:37"
1077,2,327,Medium,"2016-08-16 19:17:37"
1078,4,327,4,"2016-08-16 19:17:37"
1079,5,327,1,"2016-08-16 19:17:37"
1080,6,327,4,"2016-08-16 19:17:37"
1081,7,327,2,"2016-08-16 19:17:37"
1082,8,327,2,"2016-08-16 19:17:37"
1083,9,327,3,"2016-08-16 19:17:37"
1084,12,327,,"2016-08-16 19:17:37"
1085,1,317,"30 minutes","2016-08-16 19:31:40"
1086,2,317,"Very easy","2016-08-16 19:31:40"
1087,4,317,4,"2016-08-16 19:31:40"
1088,5,317,2,"2016-08-16 19:31:40"
1089,6,317,5,"2016-08-16 19:31:40"
1090,7,317,1,"2016-08-16 19:31:40"
1091,10,317,4,"2016-08-16 19:31:40"
1092,11,317,5,"2016-08-16 19:31:40"
1093,12,317,"the three hours is too long to wait while doing a HIT","2016-08-16 19:31:40"
1094,1,331,"15 minutes","2016-08-16 20:19:39"
1095,2,331,High,"2016-08-16 20:19:39"
1096,4,331,5,"2016-08-16 20:19:39"
1097,5,331,1,"2016-08-16 20:19:39"
1098,6,331,4,"2016-08-16 20:19:39"
1099,7,331,2,"2016-08-16 20:19:39"
1100,8,331,4,"2016-08-16 20:19:39"
1101,9,331,3,"2016-08-16 20:19:39"
1102,12,331,,"2016-08-16 20:19:39"
1103,1,307,00:35,"2016-08-16 21:36:08"
1104,2,307,Medium,"2016-08-16 21:36:08"
1105,4,307,4,"2016-08-16 21:36:08"
1106,5,307,2,"2016-08-16 21:36:08"
1107,6,307,5,"2016-08-16 21:36:08"
1108,7,307,1,"2016-08-16 21:36:08"
1109,8,307,4,"2016-08-16 21:36:08"
1110,9,307,3,"2016-08-16 21:36:08"
1111,12,307,,"2016-08-16 21:36:08"
1112,1,319,1:00,"2016-08-16 21:42:55"
1113,2,319,Medium,"2016-08-16 21:42:55"
1114,4,319,2,"2016-08-16 21:42:55"
1115,5,319,3,"2016-08-16 21:42:55"
1116,6,319,4,"2016-08-16 21:42:55"
1117,7,319,2,"2016-08-16 21:42:55"
1118,12,319,,"2016-08-16 21:42:55"
1119,1,336,00:20,"2016-08-16 22:07:00"
1120,2,336,Easy,"2016-08-16 22:07:00"
1121,4,336,4,"2016-08-16 22:07:00"
1122,5,336,2,"2016-08-16 22:07:00"
1123,6,336,5,"2016-08-16 22:07:00"
1124,7,336,1,"2016-08-16 22:07:00"
1125,10,336,1,"2016-08-16 22:07:00"
1126,11,336,1,"2016-08-16 22:07:00"
1127,12,336,"Never saw a single comment or even a requirement from any of my teammates. ","2016-08-16 22:07:00"
1128,1,341,00:30,"2016-08-16 22:41:21"
1129,2,341,Medium,"2016-08-16 22:41:21"
1130,4,341,3,"2016-08-16 22:41:21"
1131,5,341,3,"2016-08-16 22:41:21"
1132,6,341,3,"2016-08-16 22:41:21"
1133,7,341,3,"2016-08-16 22:41:21"
1134,12,341,Thanks!,"2016-08-16 22:41:21"
1135,1,342,00:45,"2016-08-16 23:03:34"
1136,2,342,Medium,"2016-08-16 23:03:34"
1137,4,342,3,"2016-08-16 23:03:34"
1138,5,342,2,"2016-08-16 23:03:34"
1139,6,342,4,"2016-08-16 23:03:34"
1140,7,342,3,"2016-08-16 23:03:34"
1141,12,342,none,"2016-08-16 23:03:34"
1142,1,344,"1 hour","2016-08-16 23:04:06"
1143,2,344,Medium,"2016-08-16 23:04:06"
1144,4,344,5,"2016-08-16 23:04:06"
1145,5,344,1,"2016-08-16 23:04:06"
1146,6,344,5,"2016-08-16 23:04:06"
1147,7,344,3,"2016-08-16 23:04:06"
1148,12,344,,"2016-08-16 23:04:06"
1149,1,346,"50 mintues","2016-08-16 23:38:15"
1150,2,346,High,"2016-08-16 23:38:15"
1151,4,346,5,"2016-08-16 23:38:15"
1152,5,346,1,"2016-08-16 23:38:15"
1153,6,346,4,"2016-08-16 23:38:15"
